Id;Judul;Url;Lulusan;Description;Gaji
41;https://www.ausbildung.de/stellen/ausbildung-fachinformatiker-in-fuer-digitale-vernetzung-m-w-d-bei-consol-consulting-solutions-software-gmbh-in-muenchen-1fbaf658-51ac-4961-bb99-060679b4f7f1/;Training as an IT specialist for digital networking (m/f/d) at ConSol Consulting & Solutions Software GmbH in Munich;Middle maturity;Training to become an IT specialist - digital networking (m/f/d)This is what awaits you with usWhether training or dual study - with us you have the opportunity to lay the foundation for your successful professional life. We look forward to accompanying you during this time. We have been an IHK training company for many years and want one thing above all: that you enjoy your vocational training and that you really learn something with us. You have a mentor at your side who you can contact at any time with any questions. We take great care to ensure that you go through different stages during your training and take on responsibility early on. If your training is successful, it can be assumed that you will be taken on at ConSol. We are looking for trainees for the 2024/2025 training year at the Munich location in the field of digital networking. Focus of your training Basics of professional IT Planning and implementing complex network environments Creating and monitoring security concepts for IT landscapes Building virtual networks in cloud environments Your profile At least a technical college entrance qualification or intermediate school leaving certificate with appropriate additional qualifications (e.g. professional experience or further training) Good grades in the natural sciences Subjects Good computer skills, preferably Unix/Linux Ideally knowledge of network construction Good knowledge of German and English This is usThe values ​​of courage, trust, excellence and clarity are much more than just concepts on paper. For us, they are the basis for our decisions, orientation for action and the basis on which we want to continuously improve our company. If it suits you, we should get to know each other! Simply send us your application by email to jobs@consol.de. For further information, please contact Ms. Heike Landau at +49-89-45841-100.;-
42;https://www.ausbildung.de/stellen/ausbildung-fachinformatiker-in-m-w-d-bei-stadtwerke-kiel-ag-in-kiel-d8c59f71-33c5-4843-81cf-af4bf4c36b41/;Training as an IT specialist (m/f/d) at Stadtwerke Kiel AG in Kiel;Middle maturity;Training to become an IT specialist for system integration (m/f/d)As an IT specialist, you will mainly work in the area of ​​system integration. This means that you will manage and further develop the automation and technical IT systems in our control centers, i.e. in the heart of the energy and water supply of Stadtwerke Kiel AG. Here you plan and configure IT systems, set them up according to requirements and operate and manage them. If malfunctions occur, you will support the experts in rectifying and limiting them. ContentYou will learn to coordinate the uninterrupted operation of the IT systems of the network control centers in Kiel-Hasse and the coastal power plant in Hasselfelde. You work with hardware, software and secondary technologies. You will also get to know the IT security systems and supervise hardware and software maintenance and carry out the regular system updates provided by the manufacturer. Later, you will provide technical support, supervision and training to other employees who use the systems. Your final exam includes a written and a practical exam before the Kiel Chamber of Commerce and Industry. The practical exam consists of working on a specialist task practically and preparing it theoretically. You will then present and explain the solution to the IHK examination committee. DurationThe training for IT specialists (m/f/d) lasts three years and ends with a two-part final examination, which consists of a written and an oral part as part of a specialist task. Our dual training partner is the Regional Vocational Training Center for Technology in Gaarden. Earnings during training according to collective agreement;-
43;https://www.ausbildung.de/stellen/ausbildung-zum-it-fachinformatiker-fuer-systemintegration-m-w-d-bei-com-plan-service-gmbh-in-dresden-ad05950c-6237-4741-aa9d-e11a86659329/;Training as an IT specialist for system integration (m/f/d) at COM plan + service GmbH in Dresden;Middle maturity;TestFor you, there is more to a computer than just gaming? Do you have an affinity for IT systems and don't want to miss any updates? Then join our team at COM plan + service GmbH for tailor-made solutions in the field of information and telecommunications technology. We are looking for determined trainees for our Dresden location for the training year 2024. What your training includes As a future specialist for system integration, you will get to know the functionalities of computer systems, software solutions and communication systems. You will become a specialist in analyzing customer needs in order to design individual IT systems and provide customers with comprehensive advice. You will learn how to install, configure and then put networked IT systems into operation and how to resolve malfunctions during ongoing operations. In addition, you will be available to provide customers with technical advice, support and training. The vocational school takes place in block classes at the vocational school center for electrical engineering in Dresden. As you can convince us, you have a good secondary school leaving certificate (secondary school leaving certificate) or Abitur. You always enjoyed the subjects of math, German and physics. You have been passionate about computer science for a long time. You enjoy putting your craftsmanship to the test in your free time. You are eager to learn new things, develop yourself and get involved. Ideally, you have a class B driving license. What you can expect from us The very high probability of being taken on after your successful training. Time for events and learning together with the other trainees. A steep learning curve due to the early transfer of responsibility to you. A collegial top team that guarantees an ideal working atmosphere. Free drinks and a fruit basket for a little refreshment in between. The opportunity to work from home (home office) with a laptop. The Germany ticket as a job ticket. Very good connections by public transport, even from outside. How to apply With your complete application documents (cover letter, CV, most recent certificates and assessments), preferably in a PDF file Have we piqued your curiosity or do you still have questions? Contact your contact person on 0351 88556-38, also via WhatsApp chat or apply directly to jobs-dresden@complan-und-service.de. We look forward to seeing you!COM plan + service GmbH Ms. Katina Scheel Fritz-Reuter-Str. 32 c 01097 Dresden Earnings during training 1st year965 €2. Year1020 €3. Year1075 €;"-1. Jahr => 965 €; 2. Jahr => 1020 €; 3. Jahr => 1075 €; "
44;https://www.ausbildung.de/stellen/ausbildung-zum-fachinformatiker-m-w-d-anwendungsentwicklung-systemintegration-bei-axel-springer-national-media-tech-gmbh-co-kg-in-berlin-50fe870b-5d12-407b-95bc-dd6185c579ce/;Training as an IT specialist (m/f/d) application development/system integration at Axel Springer National Media & Tech GmbH & Co. KG in Berlin;high school diploma;We firmly believe that the best ideas come from maximum collaboration between different experts. And there are quite a few of them at Axel Springer. Did you know that in addition to news media such as BILD and WELT, we also own almost 250 other brands? That's why we're happy to pass on our knowledge in numerous apprenticeships and study programs. With us you will gain practical work experience in one of the most innovative companies in the world. As a media and technology company, we value innovation and state-of-the-art technologies and are looking for employees who are enthusiastic about them. Our numerous companies, products and projects result in a broad tech stack, which we continually supplement with new technologies. Become an IT specialist and work with us to build the systemic framework for a successful digital media company. You will acquire and deepen IT knowledge and get an insight into business areas. You will learn practical skills such as developing and programming customer-specific software or testing and improving existing applications. You will learn programming languages Just as developer tools play a big role in your everyday life, you work on a variety of projects together with different colleagues from the most important IT departments. You have the opportunity to freely design topics in our numerous subsidiaries and different brands such as WELT, BILD, upday... You are a motivated training starter with a great interest in tech topics and, ideally, you already program small applications in your free time. You have successfully completed your high school diploma, your secondary school leaving certificate or a degree from a commercial college (soon). You are not only at home in the digital world, but also of the possibilities You are enthusiastic about digital media You enjoy working in a team but also take on personal responsibility You have motivation and organizational skills You have the ability to adapt to various topics Benefit from a_attractive training remuneration: €1,090 in the first, €1,150 in the second and €1,205 in the third year of training We will equip you with the latest hardware, such as a modern notebook and a smartphone, which you can also use privately. With us you will always work with the latest operating systems. Take part in our tech events, such as the Data & AI Tech Day, the DevOps Day, the Product Camp, the Developer Day or the annual TechCon, in addition to the events, you can exchange ideas and network with our tech experts from all over the world in teams and Slack channels. Take the opportunity to do an internship at home or abroad Flexible working hours in the modern Axel Springer Campus as well as mobile working are an integral part of the corporate culture FreeLunch - get free lunch in one of the great neighborhood restaurants We will get you ready for your intermediate and final exams and thus open up numerous career opportunities for you with the option of taking on a job after successfully completing your training Apply now with the following documents: Tabular CV Letter of motivation and certificates (Abitur certificate/MSA or the last 2 school certificates) Note: The letter of motivation and certificates (max. 10 MB per file) can be uploaded on the second page in the application process. If you have any questions, you can find initial answers here: career.axelspringer.com/de/faqIn order to make reading easier, we limit ourselves to male terms in the text. Nevertheless, diversity is an essential part of our corporate culture! We look forward to receiving all applications regardless of gender, nationality, ethnic and social origin, religion, ideology, disability, age, sexual orientation and identity. You can find information about the representation of severely disabled people at Axel Springer and contact details here: career.axelspringer.com/de /ksbv Earnings during training 1st year1090.00 €2. Year1150.00 €3. Year1205.00 €;"-1. Jahr => 1090,00 €; 2. Jahr => 1150,00 €; 3. Jahr => 1205,00 €; "
45;https://www.ausbildung.de/stellen/ausbildung-zum-fachinformatiker-in-fuer-systemintegration-m-w-d-bei-stadtwerke-heidenheim-ag-in-heidenheim-an-der-brenz-302542ea-ca8b-40fd-b08d-766daecae0c2/;Training as an IT specialist for system integration (m/f/d) at Stadtwerke Heidenheim AG in Heidenheim an der Brenz;Middle maturity;At Stadtwerke Heidenheim AG you have the opportunity to combine theory with practice and stand on your own feet financially. Diverse opportunities, interesting and future-oriented business areas, exciting tasks and diverse locations are waiting for you! And after your dual studies, you have a very good chance of being taken on. Become a real estate professional with us. So let's get going. Become part of our team and apply now for your dual study place. We look forward to seeing you! Installation and administration of servers, PC systems, smartphones and network components Support in finding and eliminating faults Participation in exciting IT projects Middle school or high school diploma Enjoyment of the subjects mathematics and physics Analytical-logical thinking skills Interest in IT systems and how they work Earnings during training according to collective agreement;-
46;https://www.ausbildung.de/stellen/ausbildung-zum-fachinformatiker-m-w-d-fuer-systemintegration-beginn-01-09-2024-bei-carl-thiem-klinikum-cottbus-ggmbh-in-cottbus-4f6a916f-2abb-4e33-b7be-039cad131585/;Training as an IT specialist (m/f/d) for system integration - starting September 1st, 2024 at Carl-Thiem-Klinikum Cottbus gGmbH in Cottbus;Middle maturity;Training as an IT specialist (m/f/d) for system integration - Starts September 1st, 2024The Carl Thiem Clinic Cottbus is a non-profit GmbH run by the municipality and an academic teaching hospital of the Charité-Universitätsmedizin Berlin. As a renowned clinic with the highest medical standards, it is the largest employer in Cottbus with around 1,200 beds and over 2,500 employees. We employ over 200 colleagues from around 40 countries. At CTK, as a center for specialized care with 22 clinics, 4 institutes and numerous centers, almost all medical disciplines are available, serving well over 150,000 inpatient and outpatients per year. The first state university medicine in Brandenburg is being set up in Cottbus. To this end, the Carl Thiem Clinic Cottbus will be expanded into a university hospital and transferred to state ownership. The first students will begin studying human medicine at the Innovation Center University Medicine Cottbus (IUC) in the winter semester of 2026/2027. Training as an IT specialist (m/f/d) for system integration as of September 1st, 2024 Your area of ​​responsibility Designing and implementing complex systems of information and telecommunications technology through the integration of hardware and software components Installing, configuring and commissioning networked information and telecommunications technology systems Information technology and telecommunications systems Administer methods of project planning, project implementation and project control Eliminate faults through the use of expert and diagnostic systems Present system solutions Advise and train users Your profile Good school leaving certificate (intermediate school leaving certificate, (technical) university entrance qualification) Interest in technology & IT German language level: at least B2 Logical thinking skills and the ability to work independently and independently Sense of responsibility, motivation, strong communication skills, ability to work in a team This is what we offer you An exciting 3-year training course with alternating theoretical and practical phases Attractive training remuneration and additional annual special payment in accordance with the CTK's in-house collective agreement based on the collective agreement of public service30 days of vacation according to the collective agreement VBB-Azubi-Ticket Very good opportunities to be taken on after successful completion of training Intensive training with professional and personal support An exciting time in a highly dynamic company *All personal wording in this job advertisement is to be viewed in a gender-neutral manner.ContactIf you are looking for a future-proof career If you are passionate about teamwork and want to develop personally and professionally, then apply to us now using our application form using reference number: JW_1254. We look forward to hearing from you! We would be happy to answer your initial questions about the application process on Tel: 0355 46-3250 or at bewerbungen@ctk.de. Your personal contact is Ms. Julia Wilk. If you have any questions, please feel free to contact us via WhatsApp on 0160 96518789. If you have any technical questions, our head of MID, Sven Kleemann, will be happy to answer your questions on Tel: 0355-46 1449. Further information about the clinic can be found on our homepage www.ctk.deCarl-Thiem-Klinikum Cottbus gGmbH ÷ CTK recruiting team ÷ Thiemstraße 111, 03048 Cottbus ÷;-
47;https://www.ausbildung.de/stellen/ausbildung-fachinformatiker-in-fuer-systemintegration-m-w-d-bei-advanced-unibyte-gmbh-in-metzingen-c36cb022-ed6c-444d-ad59-1db95943491e/;Training as an IT specialist for system integration (m/f/d) at Advanced UniByte GmbH in Metzingen;High school diploma;Are you looking for a place where you can be yourself? Then welcome to the AU, let’s get started together! We are one of the leading IT system houses for IT infrastructures, storage solutions as well as cloud and managed services with over 200 employees at 5 locations. Expertise in the world of IT combined with a unique corporate DNA makes the AU what it is: GOOD / REAL / DIFFERENT. As a trainee IT specialist for system integration (m/f/d), you will go through various departments with a focus on technology and IT . We provide you with important knowledge and skills so that you can inspire our customers with your technical know-how. This is what comes to you: With the support of your team, you plan, install and administer systems and networks at our customers' sites Familiar with operating systems, computer network technologies and protocols You will set up new systems in a safe environment and test their functionality. Exciting trainee projects in teamwork complement your everyday work. This is you: You have successfully completed a technical college entrance qualification, a high school diploma or other training. New technologies , IT and computers interest you passionately. You enjoy teamwork and working independently. You find it easy to approach people. There's (actually) something cool to see here! This is a placeholder for video content from YouTube. Curious? Then unlock the content now. Yes, I allow external content from YouTube. I agree that the external content can be displayed to me. Personal data may be transmitted to third-party platforms. More information can be found in the data protection declaration.;-
48;https://www.ausbildung.de/stellen/ausbildung-zum-fachinformatiker-m-w-d-fuer-anwendungsentwicklung-bei-geze-gmbh-in-leonberg-f4dd84a3-afbc-4a03-b5ee-fb8ec10e272c/;Training as an IT specialist (m/f/d) for application development at GEZE GmbH in Leonberg;Middle maturity;Your challenge You work on diverse projects in the different teams in our IT department. You program adjustments, extensions and interfaces to other IT systems. You test, document and modify existing applications. You provide technical advice, support and training for customers and users Profile Intermediate high school diploma, technical college entrance qualification or general university entrance qualification Interest in solving information technology problems Reliability and diligence Ability to work in a team and organizational talent Communication skills and service orientation Your benefits Open corporate culture and short decision-making processes thanks to flat hierarchies Responsible task with interesting perspectives and excellent opportunities for further development Individual and personal support with regular and mutual constructive support Feedback Modern working environment Heavily subsidized company restaurant and other attractive additional benefits Earnings during training according to collective agreement;-
49;https://www.ausbildung.de/stellen/ausbildung-zum-zur-fachinformatiker-in-m-w-d-bei-tt-line-gmbh-co-kg-in-luebeck-fcc03049-19db-4394-afee-e310d11a8051/;Training as an IT specialist (m/f/d) at TT-Line GmbH & Co. KG in Lübeck;High school diploma;Training to become an IT specialist - system integration (m/f/d)As an IT specialist for system integration, you are part of digitalization. You support a wide range of business areas by providing a modern, stable IT infrastructure and implementing business-specific IT solutions. From planning and procurement to implementation, documentation and maintenance, you can expect a wide and varied range of tasks. The training to become an IT specialist for system integration at TT-Line GmbH &amp Co. KG is very versatile and varied . It mainly takes place in our modern IT department. You will also get to know the other departments of our company. State-of-the-art software programs, but also special programs and hardware tailored to the ferry/liner journey, determine your training with us. Training content: PC and server administration Operating systems Network administration Basics programming Commercial aspects (e.g. purchasing hardware) Requirements: General IT understanding Good mathematical mindset Good English language skills Fun working in a team and flexibility Commitment and willingness to learn Higher school leaving certificate/Abitur or equivalent Fixed dates for the training schedule: Training period: 3 years Next entry opportunity: August 1st, 2024 or later Vocational school: Emil Possehl School in Lübeck with block lessons Training remuneration: based on the tariff of the transport industry in Schleswig-HolsteinTraining location: TravemündeCome on board with us! Below you will find the job description for training as an IT specialist - application development (m/f/d) Training as an IT specialist - application development (m /f/d)As an IT specialist for application development (m/f/d) at TT-Line GmbH &amp Co. KG, you are responsible for the (further) development of our in-house software solutions. During the training you will learn about the entire process of software development. You determine user requirements, create concepts and implement them. The training to become an IT specialist at TT-Line is very versatile and varied. State-of-the-art software programs, but also special programs and hardware tailored to the ferry/liner journey, determine our training. Training content: Analysis of user requirements Design of the software and the user interface Planning, implementation and evaluation of software tests for troubleshooting Advice to users Operation of the software Continuous maintenance and further development of the software Participation in innovative projects Acquiring knowledge of Java, PHP and databases Requirements: Good understanding of IT Good mathematical and analytical way of thinking Good English language skills Enjoy working in a team and flexibility Commitment and willingness to learn Technical college entrance qualification/Abitur or equivalent Fixed dates for the training schedule: Training period: 3 years Next entry opportunity: August 1st, 2024 Vocational school: Emil Possehl School in Lübeck with block lessons Training remuneration: based on the tariff of the transport industry in Schleswig-Holstein Training location: Travemünde Come on board with us!;-
50;https://www.ausbildung.de/stellen/ausbildung-fachinformatiker-m-w-d-2024-bei-ifm-unternehmensgruppe-in-tettnang-7958edd1-bdec-430f-aac2-e4d403425f5c/;Training as an IT specialist (m/f/d) (2024) at the ifm group of companies in Tettnang;Middle maturity;Start with training with us. Internationally present and successful, as a family-run ifm group of companies, we have been setting the highest quality standards and technical milestones in the automation industry since 1969. Training IT specialist (m/f/d) System integration or application development You bring with you: Medium maturity Ability to work in a team Flexibility Interest in IT We will teach you: Application software as well as getting to know their hardware and system requirements in the company, getting to know network architectures and operating systems, defining program specifications, deriving data models and structures from technical requirements, creating programs or adapting interfaces to programs, especially to the operating system, managing the software configuration, developing interface concepts, getting to know the training company, legal form, vocational training, work - and collective bargaining law Business and performance processes, operational organization, procurement, market and customer relationships, commercial management and control Work organization and work techniques Duration of training: 3 years Training location: ifm-Straße 1, 88069 Tettnang What else we offer you: As a rule, we take care of everything Trainees & students in a permanent employment relationship Our experienced trainers are always there for you when you need them Through joint projects with other trainees you can design your training with targeted further training measures that support you during your training Possibility of a stay abroad Holiday, Christmas bonus and bonus Travel allowance Your area of ​​​​operation after training: As an IT specialist, you will implement subject-specific requirements in complex hardware and software systems within the IT department, i.e. you will plan and introduce new or modified information technology systems. Apply now - we look forward to it looking forward to you! Earnings during training 1st year1122.15 €2. Year1192.58 €3. Year1297.93 €;"-1. Jahr => 1122,15 €; 2. Jahr => 1192,58 €; 3. Jahr => 1297,93 €; "
51;https://www.ausbildung.de/stellen/ausbildung-fachinformatiker-in-m-w-d-alle-fachrichtungen-bei-transnetbw-gmbh-in-stuttgart-cba667c3-f69f-4e39-9951-dcdc96dfc64c/;Training as an IT specialist (m/f/d) - all disciplines at TransnetBW GmbH in Stuttgart;Middle maturity;ENSURE THE ELECTRICITY SUPPLY FOR 11 MILLION PEOPLE IN YOUR TRAINING? YOU CAN DO THIS.As a transmission system operator, we secure electricity supply for 11 million people - and ensure that the energy transition is successful. Around 1,200 employees make our region ready for the future with a dynamic, intelligent network and make Baden-Württemberg an innovative electricity hub in the heart of Europe. Start with us now in the training year 2024. What your training includes You will learn everything about the planning, installation and configuration of IT technology systems We will make you an IT all-rounder: You will spend part of your training in our internal training school in addition to the vocational school in Stuttgart IT area and get to know the DNA of TransnetBW. Together with your new team and experienced trainers, you will take care of, among other things, the analysis of networks and the administration of IT systems - and thus work properly from the start. What happens after your training? After your training, we offer you direct entry into different areas of responsibility within one of our IT teams. After the training is before the training: For your development, we support you with a dual course of study or further training after your traineeship. What we offer you A high-quality Training with action and maximum excitement within the EnBW group family A secure job with outstanding prospects after your training An attractive training salary with Christmas bonus and vacation money Travel allowance or rent subsidy State-of-the-art IT equipment for use in the vocational school An individual development of your personal strengths You can do that at least. You have that a good secondary school leaving certificate, technical college entrance qualification or Abitur You have a very good technical and mathematical understanding and like to get involved in projects. You have a great interest in understanding how computer systems work and, ideally, have dealt with simple programming (e.g. a website) You speak German as a native language or at least at B2 level Earnings during training 1st year1381.46 €2. Year1488.79 €3. Year1575.19 €4. Year1673.10 €;"-1. Jahr => 1381,46 €; 2. Jahr => 1488,79 €; 3. Jahr => 1575,19 €; 4. Jahr => 1673,10 €; "
52;https://www.ausbildung.de/stellen/ausbildung-fachinformatiker-in-m-w-d-bei-landeshauptstadt-duesseldorf-in-duesseldorf-7fa5224b-b6da-4499-aa76-387d78ae0297/;Training as an IT specialist (m/f/d) at the state capital of Düsseldorf in Düsseldorf;Middle maturity;"Introduce yourself and do your training to become an IT specialist at the state capital of DüsseldorfYour first day of training: August 1, 2024Düsseldorf is constantly committed to its citizens - guaranteed by our wide range of services, advice and assistance in the area of ​​"" Services"". With us at the forefront: you as an IT specialist. With your commitment, you not only ensure that the concerns and needs of the people in our city are met in the best possible way - you keep the vibrant city life on track. In the system integration department, IT specialists plan and configure IT systems. As a service provider in-house or for customers, you set up, operate and manage these systems according to customer requirements. This also includes, when malfunctions occur, you systematically isolate and correct errors using modern expert and diagnostic systems. You advise internal and external users on the selection and use of devices and solve application and system problems. You will also create system documentation and conduct training for users. You will be deployed in various areas of the state capital Düsseldorf. Do you feel ready to take the service experience in Düsseldorf to the next level? Come to us and together we will optimize our city's service landscape! This is what you bring with you: You have at least a technical college entrance qualification. You enjoy IT, communication and radio technology. You are careful and can work carefully. You are skillful, creative and persevere when carrying out work. You can handle sensitive data. You show initiative and commitment. You are reliable, friendly and a team player. This is what we offer you: In-depth training with highly qualified trainers Attractive graduation bonus of 400.00 euros Financial independence thanks to salary, annual special payment and capital-forming benefits Great prospects with a chance of being taken on of almost 95% Sports opportunities and more for your health Training locations: Practical training: Different IT coordinations of the Düsseldorf city administration Theoretical Training: Hilden vocational college (Am Holterhöfchen 34, 40724 Hilden)berufskolleg.de Your way into our team: Are you enthusiastic? Then apply now using the online application form! We are committed to diversity and equality and welcome applications from everyone, regardless of gender, origin, religion, age, disability or sexual identity. Contact Marcel van de Loo Telephone: 0211 - 8926026 Email : marcel.vandeloo@duesseldorf.deAndrea FaßbenderPhone: 0211 - 8921473Email: andrea.fassbender@duesseldorf.deGo back to the job overview: training.duesseldorf.de Earnings during training 1st year1218.26 €2. Year1268.2 €3. Year1314.02 €";"-1. Jahr => 1218,26 €; 2. Jahr => 1268,2 €; 3. Jahr => 1314,02 €; "
53;https://www.ausbildung.de/stellen/ausbildung-fachinformatiker-in-m-w-d-bei-heinrich-heine-universitaet-duesseldorf-in-duesseldorf-a911f7ee-c420-48e2-b979-c8b86bf16b5a/;Training as an IT specialist (m/f/d) at Heinrich Heine University Düsseldorf in Düsseldorf;Middle maturity;Training positions to become an IT specialist (m/f/d) - application development, system integration or data and process analysisTask focus You will learn how to deal with various components of the central IT infrastructure at Heinrich Heine University. You will learn IT solutions in all three departments to develop, create and support the ZIM in order to design the university's processes holistically and optimally support them with IT. You will learn the use of modern programming languages ​​and development environments in all areas. You will learn how to deal with planning, development, documentation and presentation of Projects Your ProfileThe prerequisite for employment is a technical college entrance qualification. In addition, we expect: good grades in mathematics and the natural sciences, interest in programming languages, the commissioning of storage solutions and the integration of IT systems, German language level B2 or native language, the motivation to work independently on IT topics, the ability to communicate, the ability to work in a team. Our offer is an interesting and a diverse training position at the Heinrich Heine University a detailed insight into the everyday life of the campus university an attractive training remuneration according to TVA-L BBiG an annual special payment of approx. 95% of your training remuneration 30 days of vacation and five special days of holiday for the final examinations a special bonus of 400 € after successful completion of the training, the payment of capital-forming benefits, great trainers and training representatives who will accompany and support you. Further information about our training can be found at www.hhu.de About usHeinrich Heine University Düsseldorf offers many people the opportunity every year to complete practical, high-quality training. Our trainees learn all of the job-specific processes and tasks at a university right here on campus and are thus ideally prepared for entering professional life. Heinrich Heine University represents the principle of “Excellence through Diversity”. She signed the “Diversity Charter” and successfully participated in the Stifterverband’s “Shaping Diversity” audit. It is certified as a family-friendly university and has set itself the goal of promoting diversity among its employees. Applications from people of all genders are expressly welcome. Applications from women will be given preferential consideration in accordance with the State Equal Opportunities Act. Applications from severely disabled people and disabled people of equal status are also welcome. In order to consider a severe disability or equality, please provide proof of this with suitable documents. Please send your application documents (CV, cover letter and certificates) exclusively via our application form:karriere.hhu.de Earnings during training 1st year 1086 €2. Year1140 €3. Year1190 €;"-1. Jahr => 1086 €; 2. Jahr => 1140 €; 3. Jahr => 1190 €; "
54;https://www.ausbildung.de/stellen/ausbildung-2024-fachinformatiker-in-fuer-systemintegration-m-w-d-bei-indasys-it-systemhaus-gruppe-in-stuttgart-9f6acb43-d564-496a-9e06-9957a2bdfe7a/;Training 2024 IT specialist for system integration (m/f/d) at indasys IT Systemhaus Group in Stuttgart;Middle maturity;Training 2024 IT specialist for system integration (m/f/d) Are you highly motivated, committed and want to demonstrate your skills? Are you expected to be careful and precise, curious and willing to learn, analytical thinking and self-organization? Do you enjoy being part of a team and would you like to continue to develop? Would you describe yourself as a gamer, nerd or just interested in computers and maybe you even built your own PC at home? Then you've come to the right place! The indasys Group has been writing a success story with the title “IT solutions” for almost 20 years. Whether company or public sector, we support our customers with the aim of increasing their productivity. What we offer you: Inspire customers through best practices, real value creation and visible added value. Family atmosphere, celebrating shared successes and real solidarity in the team Regular team events such as joint barbecue evenings or virtual events An indasys shared apartment for trainees who are new to Stuttgart Modern company building with excellently equipped work rooms, a stylish lounge area and a perfectly equipped canteen What awaits you: You accompany our specialists in their daily work and are assigned diverse and exciting tasks. You are responsible for planning and configuring IT systems. This includes installing and setting up hardware components, operating systems and networks according to customer requirements. If problems occur, you will be there with modern diagnostic systems and help users with application problems. In the first year of training, you will work through all six teams in the Enterprise IT Services department - here you will learn from the best and can continue to expand and deepen your knowledge. In the second year of your apprenticeship, you will work more independently and rotate through the teams in the SMB & Schools department every 4 months. As your apprenticeship period increases, your responsibility also increases: in the third year of training, you already know all your strengths and bring them into play every day in a team that suits you. In this team you will also work on your final project, which we will provide ongoing professional support and support you at all times, including mentally. We make it possible to acquire certifications in the technical area during training. On the one hand, we are validating the quality of our training and, on the other hand, the content of the certification courses will help you with the final exams. What awaits you: You can expect first-class and practice-oriented training in a future-oriented company with flat hierarchical levels and short decision-making processes, a young and open-minded company Team, helpful and understanding trainers and thematically very varied activities. You will be introduced to the practice from day one and will be given your own tasks after just a few weeks - because we trust our trainees and want to promote your independence. With us you have realistic chances of being taken on and very good opportunities for professional development. We see ourselves as an appreciative community of which you will be a part - we look forward to you and your application! What you will score with: With a convincing secondary school diploma or good technical college entrance qualification. High school graduates are also very welcome. You really paid attention in the subjects German, English and mathematics and your grades now show that. You already have your car driving license in your pocket. The human resources department will be happy to answer any questions you may have about training. Tel.: +49 711 896659 0;-
55;https://www.ausbildung.de/stellen/ausbildung-fachinformatiker-m-w-d-fachrichtung-systemintegration-bei-dr-ing-paul-christiani-gmbh-co-kg-in-konstanz-5846fa99-3d8c-4cb6-80e9-899a41847005/;Training IT specialist (m/f/d) specializing in system integration with Dr.-Ing. Paul Christiani GmbH & Co. KG in Konstanz;Middle maturity;Training at ChristianiChristiani is an innovative institute for training and further education. We develop, produce and distribute specialist books, learning programs, (distance) courses, project work, examination documents and specialist room equipment for many commercial and technical professions and some professions in other sectors. Because of this, our company enjoys a special status in vocational training and further education. Our company currently employs around 240 people. Our training rate is currently 5%. Our trainees go through all departments of our company during their three-year training period. In this way, you are given an insight into the work process and the cooperation between the individual departments. As of September 1st, 2024, we are offering a training position as an IT specialist (m/f/d) specializing in system integration Training is desired Vocational school: Zeppelin-Gewerbeschule Konstanz Interested? Find out about the training process on our careers page! If you are a team player, friendly, reliable and willing to learn, then simply upload your complete application documents (tabular CV, certificates) to the relevant advertisement on our job portal. In the picture below you can see our company location, which is a stone's throw from Lake Constance. Also our trainees who started their training on September 1st, 2022, with the person responsible for training (Jan Wallentin) on the right. Qualifications Secondary or higher level education. How to apply to us Do you have your school leaving certificate in your pocket, are you communicative, reliable, a team player, enjoy learning and have initiative? Then we look forward to receiving your application documents, which you can easily upload to our job portal!;-
56;https://www.ausbildung.de/stellen/ausbildung-fachinformatiker-in-m-w-d-bei-v-markt-v-baumarkt-in-mauerstetten-1546476b-cb4a-4cc9-9cc1-fe8e9a60c18a/;Training as an IT specialist (m/f/d) at V-Markt / V-Baumarkt in Mauerstetten;Middle maturity;Duration of training: 3 years Requirement: secondary school leaving certificate or high school diploma Training location: Mauerstetten central administration Vocational school: Kempten Job description: In this extremely interesting apprenticeship, you will implement and develop software projects according to customer requirements. These can be, among other things, commercial, technical or multimedia systems. When developing software, you must carefully consider in advance which requirements need to be met, which resources are available and which goal is to be achieved. Then the programming begins. You are proficient in a variety of programming languages, such as JAVA or C++. You test the finished systems and document the results. The future users* will then be instructed how to use the software by you. These tasks are largely carried out in a team. With these tasks, you of course also gain insight into the commercial components and, among other things, manage inventory, record deliveries and have insight into the dispositive nature. Training remuneration: 1. Training year: €1,100.002. Training year: €1,150.003. Training year: €1,200.00Apply online now!*For reasons of better readability, only the male form is used on this homepage. All personal names apply equally to all genders. There's (actually) something cool to see here! This is a placeholder for video content from YouTube. Curious? Then unlock the content now. Yes, I allow external content from YouTube. I agree that the external content can be displayed to me. Personal data may be transmitted to third-party platforms. More information can be found in the data protection declaration.;-
